uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
SC;BR-282;NOVA ITABERABA;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;COLISÃO FRONTAL;GAROA/CHUVISCO;SIMPLES;RETA;NÃO;0
RS;BR-290;SANTA MARGARIDA DO SUL;8;3;QUARTA-FEIRA;2;0;21;21H-23H;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RJ;BR-040;TRES RIOS;8;3;QUARTA-FEIRA;2;0;21;21H-23H;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;DUPLA;RETA;NÃO;0
SC;BR-282;LAGES;8;3;QUARTA-FEIRA;2;0;20;18H-20H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CHUVA;SIMPLES;RETA;NÃO;0
MG;BR-381;PERDOES;8;3;QUARTA-FEIRA;2;0;21;21H-23H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"RETA;DECLIVE";NÃO;0
RN;BR-304;MOSSORO;8;3;QUARTA-FEIRA;2;0;22;21H-23H;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;DUPLA;RETA;SIM;0
PE;BR-101;JABOATAO DOS GUARARAPES;8;3;QUARTA-FEIRA;2;0;22;21H-23H;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-262;NOVA SERRANA;8;3;QUARTA-FEIRA;2;0;22;21H-23H;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-110;PAULO AFONSO;8;3;QUARTA-FEIRA;2;0;22;21H-23H;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MG;BR-116;MURIAE;8;3;QUINTA-FEIRA;3;0;0;00H-02H;MADRUGADA;PLENA NOITE;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;"PONTE;RETA";NÃO;1
GO;BR-414;ANAPOLIS;8;3;QUINTA-FEIRA;3;0;1;00H-02H;MADRUGADA;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;IGNORADO;SIMPLES;ROTATÓRIA;SIM;0
MT;BR-070;BARRA DO GARCAS;8;3;QUINTA-FEIRA;3;0;1;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;SIM;0
SP;BR-459;LORENA;8;3;QUINTA-FEIRA;3;0;2;00H-02H;MADRUGADA;PLENA NOITE;INGESTÃO DE ÁLCOOL PELO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;"RETA;DECLIVE;VIADUTO";SIM;0
SP;BR-116;GUARATINGUETA;8;3;QUINTA-FEIRA;3;0;2;00H-02H;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;"CURVA;ACLIVE";NÃO;0
SP;BR-116;ITAPECERICA DA SERRA;8;3;QUINTA-FEIRA;3;0;4;03H-05H;MADRUGADA;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;COLISÃO LATERAL MESMO SENTIDO;IGNORADO;DUPLA;"DECLIVE;CURVA";NÃO;0
GO;BR-040;CRISTALINA;8;3;QUINTA-FEIRA;3;0;6;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-040;CONTAGEM;8;3;QUINTA-FEIRA;3;0;6;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETORNO REGULAMENTADO;SIM;0
MG;BR-116;ALEM PARAIBA;8;3;QUINTA-FEIRA;3;0;6;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DORMINDO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-376;SAO JOSE DOS PINHAIS;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO COM OBJETO;NUBLADO;DUPLA;RETA;NÃO;0
SC;BR-101;BARRA VELHA;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;0
GO;BR-060;ABADIA DE GOIAS;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;MÚLTIPLA;"RETA;DECLIVE;RETORNO REGULAMENTADO";SIM;0
SC;BR-282;CORDILHEIRA ALTA;7;3;QUARTA-FEIRA;2;0;13;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PI;BR-343;BURITI DOS LOPES;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO COM OBJETO;SOL;SIMPLES;CURVA;NÃO;0
MT;BR-070;NOSSA SENHORA DO LIVRAMENTO;8;3;QUINTA-FEIRA;3;0;6;06H-08H;MANHÃ;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;SOL;SIMPLES;RETA;NÃO;0
DF;BR-080;BRASILIA;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
PR;BR-369;LONDRINA;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETORNO REGULAMENTADO;RETA;INTERSEÇÃO DE VIAS";SIM;0
PR;BR-376;SARANDI;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PB;BR-230;JOAO PESSOA;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;1
MG;BR-381;BETIM;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;CURVA;NÃO;0
MG;BR-381;BETIM;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"ACLIVE;RETA";SIM;0
BA;BR-116;FEIRA DE SANTANA;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;PEDESTRE CRUZAVA A PISTA FORA DA FAIXA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-277;CANDOI;7;3;DOMINGO;6;1;12;12H-14H;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-376;MANDAGUACU;6;2;SÁBADO;5;1;23;21H-23H;NOITE;PLENA NOITE;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;SIM;0
CE;BR-116;FORTALEZA;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
DF;BR-IGNORADA;BRASILIA;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
PE;BR-101;RECIFE;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PR;BR-476;SAO MATEUS DO SUL;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"RETA;DECLIVE";NÃO;0
MG;BR-040;BELO HORIZONTE;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;CURVA;NÃO;0
AP;BR-156;OIAPOQUE;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;RETA;SIM;0
RJ;BR-040;DUQUE DE CAXIAS;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
RS;BR-101;TORRES;6;2;TERÇA-FEIRA;1;0;19;18H-20H;NOITE;PLENA NOITE;DEFICIÊNCIA DO SISTEMA DE ILUMINAÇÃO/SINALIZAÇÃO;COLISÃO TRASEIRA;CHUVA;DUPLA;"CURVA;ACLIVE";NÃO;0
SP;BR-116;GUARULHOS;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PE;BR-232;RECIFE;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
RO;BR-364;CANDEIAS DO JAMARI;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
DF;BR-040;BRASILIA;7;3;SEXTA-FEIRA;4;0;16;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;ENGAVETAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
RJ;BR-465;SEROPEDICA;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO TRANSVERSAL;SOL;SIMPLES;RETA;SIM;0
PB;BR-104;SAO SEBASTIAO DE LAGOA DE  ROCA;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
SC;BR-282;NOVA ITABERABA;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"CURVA;DECLIVE";NÃO;0
RN;BR-427;JARDIM DO SERIDO;8;3;QUINTA-FEIRA;3;0;6;06H-08H;MANHÃ;PLENO DIA;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
SP;BR-153;OCAUCU;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RS;BR-392;CACAPAVA DO SUL;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;"PONTE;RETA";NÃO;0
PB;BR-230;JOAO PESSOA;8;3;QUINTA-FEIRA;3;0;10;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-040;PARACATU;8;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
MA;BR-316;BELA VISTA DO MARANHAO;8;3;QUINTA-FEIRA;3;0;10;09H-11H;MANHÃ;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
SC;BR-280;SAO FRANCISCO DO SUL;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;RETORNO PROIBIDO;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
ES;BR-101;JOAO NEIVA;7;3;QUINTA-FEIRA;3;0;16;15H-17H;TARDE;ANOITECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
GO;BR-070;AGUAS LINDAS DE GOIAS;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;CAPOTAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
RJ;BR-116;QUEIMADOS;5;2;SEGUNDA-FEIRA;0;0;23;21H-23H;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;NÃO;1
PB;BR-361;OLHO DAGUA;6;2;QUARTA-FEIRA;2;0;22;21H-23H;NOITE;PLENA NOITE;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;NUBLADO;SIMPLES;RETA;NÃO;0
PR;BR-376;SAO JOSE DOS PINHAIS;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
CE;BR-222;CAUCAIA;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;RETA;NÃO;0
MG;BR-381;BOM JESUS DO AMPARO;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;AFUNDAMENTO OU ONDULAÇÃO NO PAVIMENTO;TOMBAMENTO;SOL;DUPLA;"CURVA;DECLIVE";NÃO;0
MG;BR-050;UBERABA;8;3;QUINTA-FEIRA;3;0;10;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;SIMPLES;"VIADUTO;ROTATÓRIA";NÃO;0
BA;BR-101;ITABELA;8;3;QUINTA-FEIRA;3;0;9;09H-11H;MANHÃ;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;NUBLADO;SIMPLES;RETA;NÃO;0
RS;BR-386;BOA VISTA DAS MISSOES;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;SIMPLES;DECLIVE;NÃO;0
MG;BR-262;MANHUACU;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;NUBLADO;DUPLA;"RETA;ACLIVE";NÃO;0
PR;BR-116;SAO JOSE DOS PINHAIS;8;3;QUINTA-FEIRA;3;0;12;12H-14H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
MG;BR-116;CARATINGA;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;SIMPLES;"CURVA;ACLIVE";SIM;0
RJ;BR-040;TRES RIOS;8;3;QUINTA-FEIRA;3;0;10;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DORMINDO;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;RETA;SIM;0
RS;BR-158;SANTA MARIA;7;3;DOMINGO;6;1;0;00H-02H;MADRUGADA;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;NUBLADO;SIMPLES;RETA;NÃO;1
RS;BR-386;NOVA SANTA RITA;8;3;QUINTA-FEIRA;3;0;12;12H-14H;TARDE;PLENO DIA;FREAR BRUSCAMENTE;COLISÃO LATERAL MESMO SENTIDO;NUBLADO;DUPLA;RETA;SIM;0
SC;BR-480;CHAPECO;8;3;QUINTA-FEIRA;3;0;13;12H-14H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO LATERAL SENTIDO OPOSTO;NUBLADO;SIMPLES;"DECLIVE;RETA";SIM;0
SP;BR-153;SAO JOSE DO RIO PRETO;8;3;QUINTA-FEIRA;3;0;13;12H-14H;TARDE;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETORNO REGULAMENTADO;INTERSEÇÃO DE VIAS;EM OBRAS;RETA";NÃO;0
MG;BR-040;SETE LAGOAS;5;2;SÁBADO;5;1;12;12H-14H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"ACLIVE;RETA";NÃO;0
MG;BR-050;UBERLANDIA;8;3;QUINTA-FEIRA;3;0;8;06H-08H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;ENGAVETAMENTO;CÉU CLARO;DUPLA;RETA;SIM;0
PA;BR-230;ANAPU;8;3;QUARTA-FEIRA;2;0;2;00H-02H;MADRUGADA;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO COM OBJETO;IGNORADO;SIMPLES;RETA;NÃO;0
BA;BR-324;SALVADOR;8;3;QUINTA-FEIRA;3;0;12;12H-14H;TARDE;PLENO DIA;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;NÃO;0
RJ;BR-040;PETROPOLIS;8;3;QUINTA-FEIRA;3;0;11;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DORMINDO;COLISÃO COM OBJETO;CÉU CLARO;DUPLA;ACLIVE;NÃO;0
MT;BR-364;SAO PEDRO DA CIPA;8;3;QUINTA-FEIRA;3;0;6;06H-08H;MANHÃ;AMANHECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
BA;BR-101;ITABUNA;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;ACESSO IRREGULAR;COLISÃO TRANSVERSAL;SOL;SIMPLES;RETA;SIM;0
SC;BR-470;INDAIAL;8;3;QUINTA-FEIRA;3;0;12;12H-14H;TARDE;PLENO DIA;ACUMULO DE AREIA OU DETRITOS SOBRE O PAVIMENTO;TOMBAMENTO;NUBLADO;SIMPLES;"EM OBRAS;RETA";NÃO;0
MG;BR-262;BETIM;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"DECLIVE;RETA";SIM;0
PR;BR-376;MARINGA;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;MAL SÚBITO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
MG;BR-040;RESSAQUINHA;8;3;QUINTA-FEIRA;3;0;13;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
PR;BR-376;NOVA ESPERANCA;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"RETA;DECLIVE";NÃO;0
MG;BR-116;CARATINGA;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
SC;BR-101;ITAJAI;7;3;SEXTA-FEIRA;4;0;9;09H-11H;MANHÃ;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
RJ;BR-116;SAO JOAO DE MERITI;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
MG;BR-262;RIO CASCA;2;1;SEGUNDA-FEIRA;0;0;15;15H-17H;TARDE;PLENO DIA;CONDUTOR DORMINDO;SAÍDA DE LEITO CARROÇÁVEL;NUBLADO;SIMPLES;"DESVIO TEMPORÁRIO;RETA;DECLIVE";NÃO;0
GO;BR-060;INDIARA;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;"RETA;DECLIVE;EM OBRAS";NÃO;0
PE;BR-428;SANTA MARIA DA BOA VISTA;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;"PONTE;RETA";NÃO;0
SC;BR-101;TUBARAO;8;3;QUINTA-FEIRA;3;0;15;15H-17H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;"RETA;ACLIVE";SIM;0
SP;BR-116;ITAPECERICA DA SERRA;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-116;FAZENDA RIO GRANDE;8;3;QUINTA-FEIRA;3;0;16;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;RETA;SIM;0
RN;BR-304;MOSSORO;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;RETA;NÃO;0
SC;BR-101;ITAPEMA;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
RJ;BR-101;NITEROI;8;3;QUINTA-FEIRA;3;0;14;12H-14H;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
RJ;BR-116;DUQUE DE CAXIAS;7;3;QUINTA-FEIRA;3;0;7;06H-08H;MANHÃ;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-376;TIBAGI;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;CAPOTAMENTO;NUBLADO;DUPLA;CURVA;NÃO;0
PR;BR-277;CASCAVEL;7;3;SÁBADO;5;1;11;09H-11H;MANHÃ;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
BA;BR-415;ITABUNA;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;SIM;0
SE;BR-235;ITABAIANA;8;3;QUINTA-FEIRA;3;0;17;15H-17H;TARDE;PLENA NOITE;TRANSITAR NO ACOSTAMENTO;COLISÃO TRASEIRA;IGNORADO;SIMPLES;RETA;NÃO;0
